sagitta_h_mm,x_mm,y_mm,angle_deg,alignment,group,d_lateral_mm,efficiency_pct,k,kQ,Q_rx,M_nH,S21_dB,coupling_regime
5,30,0,0,x-axis,treatment,30.0,1.564,0.06127468,7.86909,128.26,387.60945,-12.037,overcoupled
5,30,30,0,diagonal,treatment,42.426,8.80492,0.02368142,3.04124,128.26,149.80321,-4.532,overcoupled
5,35,0,0,x-axis,treatment,35.0,2.53123,0.04767106,6.12207,128.26,301.55612,-9.946,overcoupled
5,35,35,0,diagonal,treatment,49.497,19.19888,0.00460534,0.59143,128.26,29.13229,-1.147,undercoupled
5,40,0,0,x-axis,treatment,40.0,5.28518,0.03197458,4.10628,128.26,202.2638,-6.749,overcoupled
5,40,40,0,diagonal,treatment,56.569,0.0,0.0,0.0,128.26,0.0,-240.0,undercoupled
5,45,0,0,x-axis,treatment,45.0,16.15316,0.01544984,1.98412,128.26,97.73212,-1.897,overcoupled
5,45,45,0,diagonal,treatment,63.64,0.0,0.0,0.0,128.26,0.0,-240.0,undercoupled
5,50,0,0,x-axis,treatment,50.0,15.60078,0.00381313,0.48969,128.26,24.12098,-2.048,undercoupled
5,50,50,0,diagonal,treatment,70.711,0.0,0.0,0.0,128.26,0.0,-240.0,undercoupled
5,55,0,0,x-axis,treatment,55.0,0.0,0.0,0.0,128.26,0.0,-240.0,undercoupled
5,55,55,0,diagonal,treatment,77.782,0.0,0.0,0.0,128.26,0.0,-240.0,undercoupled
5,60,0,0,x-axis,treatment,60.0,0.0,0.0,0.0,128.26,0.0,-240.0,undercoupled
5,60,60,0,diagonal,treatment,84.853,0.0,0.0,0.0,128.26,0.0,-240.0,undercoupled
5,65,0,0,x-axis,treatment,65.0,0.0,0.0,0.0,128.26,0.0,-240.0,undercoupled
5,65,65,0,diagonal,treatment,91.924,0.0,0.0,0.0,128.26,0.0,-240.0,undercoupled
5,70,0,0,x-axis,treatment,70.0,0.0,0.0,0.0,128.26,0.0,-240.0,undercoupled
5,70,70,0,diagonal,treatment,98.995,0.0,0.0,0.0,128.26,0.0,-240.0,undercoupled
5,75,0,0,x-axis,treatment,75.0,0.0,0.0,0.0,128.26,0.0,-240.0,undercoupled
5,80,0,0,x-axis,treatment,80.0,0.0,0.0,0.0,128.26,0.0,-240.0,undercoupled
5,85,0,0,x-axis,treatment,85.0,0.0,0.0,0.0,128.26,0.0,-240.0,undercoupled
5,90,0,0,x-axis,treatment,90.0,0.0,0.0,0.0,128.26,0.0,-240.0,undercoupled
5,95,0,0,x-axis,treatment,95.0,0.0,0.0,0.0,128.26,0.0,-240.0,undercoupled
5,100,0,0,x-axis,treatment,100.0,0.0,0.0,0.0,128.26,0.0,-240.0,undercoupled
10,0,0,0,x-axis,treatment,0.0,0.63936,0.09717301,12.42579,127.16,612.06008,-15.922,overcoupled
10,0,5,0,y-axis,treatment,5.0,0.65292,0.09614494,12.29433,127.16,605.58463,-15.831,overcoupled
10,0,10,0,y-axis,treatment,10.0,0.6963,0.09306074,11.89995,127.16,586.15826,-15.551,overcoupled
10,0,15,0,y-axis,treatment,15.0,0.77879,0.0879204,11.24264,127.16,553.78099,-15.065,overcoupled
10,0,20,0,y-axis,treatment,20.0,0.92114,0.08072392,10.3224,127.16,508.4528,-14.336,overcoupled
10,0,25,0,y-axis,treatment,25.0,1.16907,0.07147131,9.13924,127.16,450.17371,-13.301,overcoupled
10,0,30,0,y-axis,treatment,30.0,1.63394,0.06016256,7.69316,127.16,378.9437,-11.847,overcoupled
10,0,35,0,y-axis,treatment,35.0,2.64284,0.04679767,5.98415,127.16,294.76279,-9.759,overcoupled
10,0,40,0,y-axis,treatment,40.0,5.50659,0.03137665,4.01222,127.16,197.63096,-6.571,overcoupled
10,0,45,0,y-axis,treatment,45.0,16.61646,0.01514706,1.9369,127.16,95.40623,-1.774,overcoupled
10,0,50,0,y-axis,treatment,50.0,15.12145,0.0037345,0.47754,127.16,23.52238,-2.183,undercoupled
10,0,55,0,y-axis,treatment,55.0,0.0,0.0,0.0,127.16,0.0,-240.0,undercoupled
10,0,60,0,y-axis,treatment,60.0,0.0,0.0,0.0,127.16,0.0,-240.0,undercoupled
10,0,65,0,y-axis,treatment,65.0,0.0,0.0,0.0,127.16,0.0,-240.0,undercoupled
10,0,70,0,y-axis,treatment,70.0,0.0,0.0,0.0,127.16,0.0,-240.0,undercoupled
10,0,75,0,y-axis,treatment,75.0,0.0,0.0,0.0,127.16,0.0,-240.0,undercoupled
10,0,80,0,y-axis,treatment,80.0,0.0,0.0,0.0,127.16,0.0,-240.0,undercoupled
10,0,85,0,y-axis,treatment,85.0,0.0,0.0,0.0,127.16,0.0,-240.0,undercoupled
10,0,90,0,y-axis,treatment,90.0,0.0,0.0,0.0,127.16,0.0,-240.0,undercoupled
10,0,95,0,y-axis,treatment,95.0,0.0,0.0,0.0,127.16,0.0,-240.0,undercoupled
10,0,100,0,y-axis,treatment,100.0,0.0,0.0,0.0,127.16,0.0,-240.0,undercoupled
10,5,0,0,x-axis,treatment,5.0,0.65292,0.09614494,12.29433,127.16,605.58463,-15.831,overcoupled
10,5,5,0,diagonal,treatment,7.071,0.66692,0.09511687,12.16287,127.16,599.10917,-15.739,overcoupled
10,10,0,0,x-axis,treatment,10.0,0.6963,0.09306074,11.89995,127.16,586.15826,-15.551,overcoupled
10,10,10,0,diagonal,treatment,14.142,0.76116,0.08894846,11.3741,127.16,560.25644,-15.165,overcoupled
10,15,0,0,x-axis,treatment,15.0,0.77879,0.0879204,11.24264,127.16,553.78099,-15.065,overcoupled
10,15,15,0,diagonal,treatment,21.213,0.96896,0.07866778,10.05948,127.16,495.50189,-14.116,overcoupled
10,20,0,0,x-axis,treatment,20.0,0.92114,0.08072392,10.3224,127.16,508.4528,-14.336,overcoupled
10,20,20,0,diagonal,treatment,28.284,1.43747,0.06427483,8.21901,127.16,404.84552,-12.403,overcoupled
10,25,0,0,x-axis,treatment,25.0,1.16907,0.07147131,9.13924,127.16,450.17371,-13.301,overcoupled
10,25,25,0,diagonal,treatment,35.355,2.7561,0.0457696,5.85269,127.16,288.28733,-9.576,overcoupled
10,30,0,0,x-axis,treatment,30.0,1.63394,0.06016256,7.69316,127.16,378.9437,-11.847,overcoupled
10,30,30,0,diagonal,treatment,42.426,9.14354,0.02322941,2.97041,127.16,146.31423,-4.368,overcoupled
10,35,0,0,x-axis,treatment,35.0,2.64284,0.04679767,5.98415,127.16,294.76279,-9.759,overcoupled
10,35,35,0,diagonal,treatment,49.497,18.73203,0.00451071,0.5768,127.16,28.41144,-1.254,undercoupled
10,40,0,0,x-axis,treatment,40.0,5.50659,0.03137665,4.01222,127.16,197.63096,-6.571,overcoupled
10,40,40,0,diagonal,treatment,56.569,0.0,0.0,0.0,127.16,0.0,-240.0,undercoupled
10,45,0,0,x-axis,treatment,45.0,16.61646,0.01514706,1.9369,127.16,95.40623,-1.774,overcoupled
10,45,45,0,diagonal,treatment,63.64,0.0,0.0,0.0,127.16,0.0,-240.0,undercoupled
10,50,0,0,x-axis,treatment,50.0,15.12145,0.0037345,0.47754,127.16,23.52238,-2.183,undercoupled
10,50,50,0,diagonal,treatment,70.711,0.0,0.0,0.0,127.16,0.0,-240.0,undercoupled
10,55,0,0,x-axis,treatment,55.0,0.0,0.0,0.0,127.16,0.0,-240.0,undercoupled
10,55,55,0,diagonal,treatment,77.782,0.0,0.0,0.0,127.16,0.0,-240.0,undercoupled
10,60,0,0,x-axis,treatment,60.0,0.0,0.0,0.0,127.16,0.0,-240.0,undercoupled
10,60,60,0,diagonal,treatment,84.853,0.0,0.0,0.0,127.16,0.0,-240.0,undercoupled
10,65,0,0,x-axis,treatment,65.0,0.0,0.0,0.0,127.16,0.0,-240.0,undercoupled
10,65,65,0,diagonal,treatment,91.924,0.0,0.0,0.0,127.16,0.0,-240.0,undercoupled
10,70,0,0,x-axis,treatment,70.0,0.0,0.0,0.0,127.16,0.0,-240.0,undercoupled
10,70,70,0,diagonal,treatment,98.995,0.0,0.0,0.0,127.16,0.0,-240.0,undercoupled
10,75,0,0,x-axis,treatment,75.0,0.0,0.0,0.0,127.16,0.0,-240.0,undercoupled
10,80,0,0,x-axis,treatment,80.0,0.0,0.0,0.0,127.16,0.0,-240.0,undercoupled
10,85,0,0,x-axis,treatment,85.0,0.0,0.0,0.0,127.16,0.0,-240.0,undercoupled
10,90,0,0,x-axis,treatment,90.0,0.0,0.0,0.0,127.16,0.0,-240.0,undercoupled
10,95,0,0,x-axis,treatment,95.0,0.0,0.0,0.0,127.16,0.0,-240.0,undercoupled
10,100,0,0,x-axis,treatment,100.0,0.0,0.0,0.0,127.16,0.0,-240.0,undercoupled
15,0,0,0,x-axis,treatment,0.0,0.6823,0.09481177,12.02312,125.06,592.22553,-15.64,overcoupled
15,0,5,0,y-axis,treatment,5.0,0.69677,0.09380816,11.89585,125.06,585.95662,-15.548,overcoupled
15,0,10,0,y-axis,treatment,10.0,0.74305,0.09079732,11.51405,125.06,567.1499,-15.269,overcoupled
15,0,15,0,y-axis,treatment,15.0,0.83103,0.08577924,10.8777,125.06,535.80537,-14.783,overcoupled
15,0,20,0,y-axis,treatment,20.0,0.98283,0.07875394,9.98682,125.06,491.92303,-14.055,overcoupled
15,0,25,0,y-axis,treatment,25.0,1.24714,0.06972141,8.8414,125.06,435.50287,-13.02,overcoupled
15,0,30,0,y-axis,treatment,30.0,1.74237,0.05868165,7.44144,125.06,366.5449,-11.568,overcoupled
15,0,35,0,y-axis,treatment,35.0,2.81542,0.04563466,5.78695,125.06,285.04912,-9.484,overcoupled
15,0,40,0,y-axis,treatment,40.0,5.84633,0.03058045,3.87792,125.06,191.01552,-6.311,overcoupled
15,0,45,0,y-axis,treatment,45.0,17.29569,0.01474394,1.86969,125.06,92.09551,-1.6,overcoupled
15,0,50,0,y-axis,treatment,50.0,14.42706,0.00362991,0.46031,125.06,22.6736,-2.388,undercoupled
15,0,55,0,y-axis,treatment,55.0,0.0,0.0,0.0,125.06,0.0,-240.0,undercoupled
15,0,60,0,y-axis,treatment,60.0,0.0,0.0,0.0,125.06,0.0,-240.0,undercoupled
15,0,65,0,y-axis,treatment,65.0,0.0,0.0,0.0,125.06,0.0,-240.0,undercoupled
15,0,70,0,y-axis,treatment,70.0,0.0,0.0,0.0,125.06,0.0,-240.0,undercoupled
15,0,75,0,y-axis,treatment,75.0,0.0,0.0,0.0,125.06,0.0,-240.0,undercoupled
15,0,80,0,y-axis,treatment,80.0,0.0,0.0,0.0,125.06,0.0,-240.0,undercoupled
15,0,85,0,y-axis,treatment,85.0,0.0,0.0,0.0,125.06,0.0,-240.0,undercoupled
15,0,90,0,y-axis,treatment,90.0,0.0,0.0,0.0,125.06,0.0,-240.0,undercoupled
15,0,95,0,y-axis,treatment,95.0,0.0,0.0,0.0,125.06,0.0,-240.0,undercoupled
15,0,100,0,y-axis,treatment,100.0,0.0,0.0,0.0,125.06,0.0,-240.0,undercoupled
15,5,0,0,x-axis,treatment,5.0,0.69677,0.09380816,11.89585,125.06,585.95662,-15.548,overcoupled
15,5,5,0,diagonal,treatment,7.071,0.71171,0.09280455,11.76858,125.06,579.68772,-15.456,overcoupled
15,10,0,0,x-axis,treatment,10.0,0.74305,0.09079732,11.51405,125.06,567.1499,-15.269,overcoupled
15,10,10,0,diagonal,treatment,14.142,0.81223,0.08678286,11.00497,125.06,542.07428,-14.883,overcoupled
15,15,0,0,x-axis,treatment,15.0,0.83103,0.08577924,10.8777,125.06,535.80537,-14.783,overcoupled
15,15,15,0,diagonal,treatment,21.213,1.03383,0.07674671,9.73228,125.06,479.38521,-13.835,overcoupled
15,20,0,0,x-axis,treatment,20.0,0.98283,0.07875394,9.98682,125.06,491.92303,-14.055,overcoupled
15,20,20,0,diagonal,treatment,28.284,1.53312,0.06269611,7.95052,125.06,391.62052,-12.124,overcoupled
15,25,0,0,x-axis,treatment,25.0,1.24714,0.06972141,8.8414,125.06,435.50287,-13.02,overcoupled
15,25,25,0,diagonal,treatment,35.355,2.93572,0.04463105,5.65968,125.06,278.78021,-9.302,overcoupled
15,30,0,0,x-axis,treatment,30.0,1.74237,0.05868165,7.44144,125.06,366.5449,-11.568,overcoupled
15,30,30,0,diagonal,treatment,42.426,9.65723,0.02262751,2.8694,125.06,141.33888,-4.131,overcoupled
15,35,0,0,x-axis,treatment,35.0,2.81542,0.04563466,5.78695,125.06,285.04912,-9.484,overcoupled
15,35,35,0,diagonal,treatment,49.497,18.03904,0.00438482,0.55604,125.06,27.38901,-1.417,undercoupled
15,40,0,0,x-axis,treatment,40.0,5.84633,0.03058045,3.87792,125.06,191.01552,-6.311,overcoupled
15,40,40,0,diagonal,treatment,56.569,0.0,0.0,0.0,125.06,0.0,-240.0,undercoupled
15,45,0,0,x-axis,treatment,45.0,17.29569,0.01474394,1.86969,125.06,92.09551,-1.6,overcoupled
15,45,45,0,diagonal,treatment,63.64,0.0,0.0,0.0,125.06,0.0,-240.0,undercoupled
15,50,0,0,x-axis,treatment,50.0,14.42706,0.00362991,0.46031,125.06,22.6736,-2.388,undercoupled
15,50,50,0,diagonal,treatment,70.711,0.0,0.0,0.0,125.06,0.0,-240.0,undercoupled
15,55,0,0,x-axis,treatment,55.0,0.0,0.0,0.0,125.06,0.0,-240.0,undercoupled
15,55,55,0,diagonal,treatment,77.782,0.0,0.0,0.0,125.06,0.0,-240.0,undercoupled
15,60,0,0,x-axis,treatment,60.0,0.0,0.0,0.0,125.06,0.0,-240.0,undercoupled
15,60,60,0,diagonal,treatment,84.853,0.0,0.0,0.0,125.06,0.0,-240.0,undercoupled
15,65,0,0,x-axis,treatment,65.0,0.0,0.0,0.0,125.06,0.0,-240.0,undercoupled
15,65,65,0,diagonal,treatment,91.924,0.0,0.0,0.0,125.06,0.0,-240.0,undercoupled
15,70,0,0,x-axis,treatment,70.0,0.0,0.0,0.0,125.06,0.0,-240.0,undercoupled
15,70,70,0,diagonal,treatment,98.995,0.0,0.0,0.0,125.06,0.0,-240.0,undercoupled
15,75,0,0,x-axis,treatment,75.0,0.0,0.0,0.0,125.06,0.0,-240.0,undercoupled
15,80,0,0,x-axis,treatment,80.0,0.0,0.0,0.0,125.06,0.0,-240.0,undercoupled
15,85,0,0,x-axis,treatment,85.0,0.0,0.0,0.0,125.06,0.0,-240.0,undercoupled
15,90,0,0,x-axis,treatment,90.0,0.0,0.0,0.0,125.06,0.0,-240.0,undercoupled
15,95,0,0,x-axis,treatment,95.0,0.0,0.0,0.0,125.06,0.0,-240.0,undercoupled
15,100,0,0,x-axis,treatment,100.0,0.0,0.0,0.0,125.06,0.0,-240.0,undercoupled
20,0,0,0,x-axis,treatment,0.0,0.73704,0.0923828,11.56162,121.8,569.49321,-15.305,overcoupled
20,0,5,0,y-axis,treatment,5.0,0.75266,0.09140433,11.43916,121.8,563.46143,-15.213,overcoupled
20,0,10,0,y-axis,treatment,10.0,0.80261,0.08846892,11.0718,121.8,545.3661,-14.934,overcoupled
20,0,15,0,y-axis,treatment,15.0,0.89758,0.08357657,10.45953,121.8,515.20721,-14.449,overcoupled
20,0,20,0,y-axis,treatment,20.0,1.06139,0.07672727,9.60234,121.8,472.98476,-13.721,overcoupled
20,0,25,0,y-axis,treatment,25.0,1.34647,0.06792103,8.50025,121.8,418.69876,-12.687,overcoupled
20,0,30,0,y-axis,treatment,30.0,1.8801,0.05715785,7.15325,121.8,352.3492,-11.238,overcoupled
20,0,35,0,y-axis,treatment,35.0,3.03391,0.04443773,5.56134,121.8,273.93608,-9.159,overcoupled
20,0,40,0,y-axis,treatment,40.0,6.2719,0.02976066,3.72452,121.8,183.45941,-6.005,overcoupled
20,0,45,0,y-axis,treatment,45.0,18.09437,0.01432858,1.79321,121.8,88.32846,-1.404,overcoupled
20,0,50,0,y-axis,treatment,50.0,13.62206,0.00352214,0.44079,121.8,21.71221,-2.637,undercoupled
20,0,55,0,y-axis,treatment,55.0,0.0,0.0,0.0,121.8,0.0,-240.0,undercoupled
20,0,60,0,y-axis,treatment,60.0,0.0,0.0,0.0,121.8,0.0,-240.0,undercoupled
20,0,65,0,y-axis,treatment,65.0,0.0,0.0,0.0,121.8,0.0,-240.0,undercoupled
20,0,70,0,y-axis,treatment,70.0,0.0,0.0,0.0,121.8,0.0,-240.0,undercoupled
20,0,75,0,y-axis,treatment,75.0,0.0,0.0,0.0,121.8,0.0,-240.0,undercoupled
20,0,80,0,y-axis,treatment,80.0,0.0,0.0,0.0,121.8,0.0,-240.0,undercoupled
20,0,85,0,y-axis,treatment,85.0,0.0,0.0,0.0,121.8,0.0,-240.0,undercoupled
20,0,90,0,y-axis,treatment,90.0,0.0,0.0,0.0,121.8,0.0,-240.0,undercoupled
20,0,95,0,y-axis,treatment,95.0,0.0,0.0,0.0,121.8,0.0,-240.0,undercoupled
20,0,100,0,y-axis,treatment,100.0,0.0,0.0,0.0,121.8,0.0,-240.0,undercoupled
20,5,0,0,x-axis,treatment,5.0,0.75266,0.09140433,11.43916,121.8,563.46143,-15.213,overcoupled
20,5,5,0,diagonal,treatment,7.071,0.76878,0.09042586,11.31671,121.8,557.42965,-15.121,overcoupled
20,10,0,0,x-axis,treatment,10.0,0.80261,0.08846892,11.0718,121.8,545.3661,-14.934,overcoupled
20,10,10,0,diagonal,treatment,14.142,0.87729,0.08455504,10.58198,121.8,521.23899,-14.548,overcoupled
20,15,0,0,x-axis,treatment,15.0,0.89758,0.08357657,10.45953,121.8,515.20721,-14.449,overcoupled
20,15,15,0,diagonal,treatment,21.213,1.11641,0.07477033,9.35743,121.8,460.9212,-13.501,overcoupled
20,20,0,0,x-axis,treatment,20.0,1.06139,0.07672727,9.60234,121.8,472.98476,-13.721,overcoupled
20,20,20,0,diagonal,treatment,28.284,1.65471,0.06107173,7.64307,121.8,376.47631,-11.792,overcoupled
20,25,0,0,x-axis,treatment,25.0,1.34647,0.06792103,8.50025,121.8,418.69876,-12.687,overcoupled
20,25,25,0,diagonal,treatment,35.355,3.16303,0.04345926,5.43888,121.8,267.90431,-8.978,overcoupled
20,30,0,0,x-axis,treatment,30.0,1.8801,0.05715785,7.15325,121.8,352.3492,-11.238,overcoupled
20,30,30,0,diagonal,treatment,42.426,10.29064,0.02200754,2.75422,121.8,135.66533,-3.855,overcoupled
20,35,0,0,x-axis,treatment,35.0,3.03391,0.04443773,5.56134,121.8,273.93608,-9.159,overcoupled
20,35,35,0,diagonal,treatment,49.497,17.21193,0.00425511,0.53252,121.8,26.23057,-1.621,undercoupled
