conic_curve_mm,x_cord,y_cord,angle,temp,Vin,Vout,Cin,Cout,S21_param,inductance,efficiency,L_tx_uH,L_tx_eff_uH,L_rx_eff_uH,C_parasitic_pF,f_srf_MHz,R_skin_ohm,R_total_ohm,proximity_factor,Q_tx,Q_rx,M_nH,k,kQ,k_critical,S11_dB,S22_dB,S12_dB,P_in_W,P_out_W,f_split_low_MHz,f_split_high_MHz,split_gap_kHz,coupling_regime,d_lateral_mm,alignment,group,Vout_measured,Iout_measured,efficiency_measured,notes
15,0,0,20,75.0,12.0,0.546041,86.999,89.454,-14.337,6.16003,0.92101,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,556.50996,0.08909392,10.32315,0.00863049,-0.798,-0.798,-14.337,2.88,0.02652498,6.4968,7.1038,607.07,overcoupled,0.0,x-axis,treatment,,,,
15,5,0,20,75.0,12.0,0.545932,86.999,89.454,-14.246,6.16003,0.94044,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,550.61912,0.08815084,10.21388,0.00863049,-0.798,-0.798,-14.246,2.88,0.02708474,6.4996,7.1002,600.58,overcoupled,5.0,x-axis,treatment,,,,
15,10,0,20,75.0,12.0,0.545582,86.999,89.454,-13.968,6.16003,1.00256,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,532.94658,0.08532157,9.88606,0.00863049,-0.798,-0.798,-13.968,2.88,0.02887381,6.508,7.0892,581.13,overcoupled,10.0,x-axis,treatment,,,,
15,15,0,20,75.0,12.0,0.544918,86.999,89.454,-13.485,6.16003,1.12056,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,503.49235,0.08060612,9.33969,0.00863049,-0.798,-0.798,-13.485,2.88,0.03227208,6.5222,7.071,548.74,overcoupled,15.0,x-axis,treatment,,,,
15,20,0,20,75.0,12.0,0.543769,86.999,89.454,-12.761,6.16003,1.3238,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,462.25644,0.0740045,8.57477,0.00863049,-0.798,-0.798,-12.761,2.88,0.03812536,6.5422,7.0457,503.48,overcoupled,20.0,x-axis,treatment,,,,
15,25,0,20,75.0,12.0,0.541764,86.999,89.454,-11.735,6.16003,1.67658,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,409.23883,0.0655167,7.5913,0.00863049,-0.798,-0.798,-11.735,2.88,0.0482855,6.5682,7.0136,445.4,overcoupled,25.0,x-axis,treatment,,,,
15,30,0,20,75.0,12.0,0.537986,86.999,89.454,-10.299,6.16003,2.33386,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,344.43954,0.05514272,6.38929,0.00863049,-0.798,-0.798,-10.299,2.88,0.06721513,6.6005,6.975,374.58,overcoupled,30.0,x-axis,treatment,,,,
15,35,0,20,75.0,12.0,0.529709,86.999,89.454,-8.249,6.16003,3.74129,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,267.85855,0.04288256,4.96873,0.00863049,-0.798,-0.798,-8.249,2.88,0.1077492,6.6391,6.9302,291.08,overcoupled,35.0,x-axis,treatment,,,,
15,40,0,20,75.0,12.0,0.505562,86.999,89.454,-5.177,6.16003,7.58925,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,179.49587,0.02873622,3.32961,0.00863049,-0.798,-0.798,-5.177,2.88,0.21857039,6.6846,6.8796,194.93,overcoupled,40.0,x-axis,treatment,,,,
15,45,0,20,75.0,12.0,0.397082,86.999,89.454,-0.939,6.16003,20.14052,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,86.54148,0.01385477,1.60533,0.00863049,-0.798,-0.798,-0.939,2.88,0.58004708,6.7335,6.8275,93.95,overcoupled,45.0,x-axis,treatment,,,,
15,50,0,20,75.0,12.0,0.074463,86.999,89.454,-3.303,6.16003,11.68484,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,21.30621,0.003411,0.39523,0.00863049,-0.798,-0.798,-3.303,2.88,0.33652328,6.78,6.78,0.0,undercoupled,50.0,x-axis,treatment,,,,
15,55,0,20,75.0,12.0,0.0,86.999,89.454,-240.0,6.16003,0.0,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,0.0,0.0,0.0,0.00863049,-0.798,-0.798,-240.0,2.88,0.0,6.78,6.78,0.0,undercoupled,55.0,x-axis,treatment,,,,
15,60,0,20,75.0,12.0,0.0,86.999,89.454,-240.0,6.16003,0.0,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,0.0,0.0,0.0,0.00863049,-0.798,-0.798,-240.0,2.88,0.0,6.78,6.78,0.0,undercoupled,60.0,x-axis,treatment,,,,
15,65,0,20,75.0,12.0,0.0,86.999,89.454,-240.0,6.16003,0.0,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,0.0,0.0,0.0,0.00863049,-0.798,-0.798,-240.0,2.88,0.0,6.78,6.78,0.0,undercoupled,65.0,x-axis,treatment,,,,
15,70,0,20,75.0,12.0,0.0,86.999,89.454,-240.0,6.16003,0.0,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,0.0,0.0,0.0,0.00863049,-0.798,-0.798,-240.0,2.88,0.0,6.78,6.78,0.0,undercoupled,70.0,x-axis,treatment,,,,
15,75,0,20,75.0,12.0,0.0,86.999,89.454,-240.0,6.16003,0.0,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,0.0,0.0,0.0,0.00863049,-0.798,-0.798,-240.0,2.88,0.0,6.78,6.78,0.0,undercoupled,75.0,x-axis,treatment,,,,
15,80,0,20,75.0,12.0,0.0,86.999,89.454,-240.0,6.16003,0.0,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,0.0,0.0,0.0,0.00863049,-0.798,-0.798,-240.0,2.88,0.0,6.78,6.78,0.0,undercoupled,80.0,x-axis,treatment,,,,
15,85,0,20,75.0,12.0,0.0,86.999,89.454,-240.0,6.16003,0.0,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,0.0,0.0,0.0,0.00863049,-0.798,-0.798,-240.0,2.88,0.0,6.78,6.78,0.0,undercoupled,85.0,x-axis,treatment,,,,
15,90,0,20,75.0,12.0,0.0,86.999,89.454,-240.0,6.16003,0.0,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,0.0,0.0,0.0,0.00863049,-0.798,-0.798,-240.0,2.88,0.0,6.78,6.78,0.0,undercoupled,90.0,x-axis,treatment,,,,
15,95,0,20,75.0,12.0,0.0,86.999,89.454,-240.0,6.16003,0.0,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,0.0,0.0,0.0,0.00863049,-0.798,-0.798,-240.0,2.88,0.0,6.78,6.78,0.0,undercoupled,95.0,x-axis,treatment,,,,
15,100,0,20,75.0,12.0,0.0,86.999,89.454,-240.0,6.16003,0.0,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,0.0,0.0,0.0,0.00863049,-0.798,-0.798,-240.0,2.88,0.0,6.78,6.78,0.0,undercoupled,100.0,x-axis,treatment,,,,
15,0,5,20,75.0,12.0,0.545932,86.999,89.454,-14.246,6.16003,0.94044,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,550.61912,0.08815084,10.21388,0.00863049,-0.798,-0.798,-14.246,2.88,0.02708474,6.4996,7.1002,600.58,overcoupled,5.0,y-axis,treatment,,,,
15,0,10,20,75.0,12.0,0.545582,86.999,89.454,-13.968,6.16003,1.00256,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,532.94658,0.08532157,9.88606,0.00863049,-0.798,-0.798,-13.968,2.88,0.02887381,6.508,7.0892,581.13,overcoupled,10.0,y-axis,treatment,,,,
15,0,15,20,75.0,12.0,0.544918,86.999,89.454,-13.485,6.16003,1.12056,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,503.49235,0.08060612,9.33969,0.00863049,-0.798,-0.798,-13.485,2.88,0.03227208,6.5222,7.071,548.74,overcoupled,15.0,y-axis,treatment,,,,
15,0,20,20,75.0,12.0,0.543769,86.999,89.454,-12.761,6.16003,1.3238,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,462.25644,0.0740045,8.57477,0.00863049,-0.798,-0.798,-12.761,2.88,0.03812536,6.5422,7.0457,503.48,overcoupled,20.0,y-axis,treatment,,,,
15,0,25,20,75.0,12.0,0.541764,86.999,89.454,-11.735,6.16003,1.67658,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,409.23883,0.0655167,7.5913,0.00863049,-0.798,-0.798,-11.735,2.88,0.0482855,6.5682,7.0136,445.4,overcoupled,25.0,y-axis,treatment,,,,
15,0,30,20,75.0,12.0,0.537986,86.999,89.454,-10.299,6.16003,2.33386,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,344.43954,0.05514272,6.38929,0.00863049,-0.798,-0.798,-10.299,2.88,0.06721513,6.6005,6.975,374.58,overcoupled,30.0,y-axis,treatment,,,,
15,0,35,20,75.0,12.0,0.529709,86.999,89.454,-8.249,6.16003,3.74129,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,267.85855,0.04288256,4.96873,0.00863049,-0.798,-0.798,-8.249,2.88,0.1077492,6.6391,6.9302,291.08,overcoupled,35.0,y-axis,treatment,,,,
15,0,40,20,75.0,12.0,0.505562,86.999,89.454,-5.177,6.16003,7.58925,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,179.49587,0.02873622,3.32961,0.00863049,-0.798,-0.798,-5.177,2.88,0.21857039,6.6846,6.8796,194.93,overcoupled,40.0,y-axis,treatment,,,,
15,0,45,20,75.0,12.0,0.397082,86.999,89.454,-0.939,6.16003,20.14052,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,86.54148,0.01385477,1.60533,0.00863049,-0.798,-0.798,-0.939,2.88,0.58004708,6.7335,6.8275,93.95,overcoupled,45.0,y-axis,treatment,,,,
15,0,50,20,75.0,12.0,0.074463,86.999,89.454,-3.303,6.16003,11.68484,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,21.30621,0.003411,0.39523,0.00863049,-0.798,-0.798,-3.303,2.88,0.33652328,6.78,6.78,0.0,undercoupled,50.0,y-axis,treatment,,,,
15,0,55,20,75.0,12.0,0.0,86.999,89.454,-240.0,6.16003,0.0,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,0.0,0.0,0.0,0.00863049,-0.798,-0.798,-240.0,2.88,0.0,6.78,6.78,0.0,undercoupled,55.0,y-axis,treatment,,,,
15,0,60,20,75.0,12.0,0.0,86.999,89.454,-240.0,6.16003,0.0,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,0.0,0.0,0.0,0.00863049,-0.798,-0.798,-240.0,2.88,0.0,6.78,6.78,0.0,undercoupled,60.0,y-axis,treatment,,,,
15,0,65,20,75.0,12.0,0.0,86.999,89.454,-240.0,6.16003,0.0,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,0.0,0.0,0.0,0.00863049,-0.798,-0.798,-240.0,2.88,0.0,6.78,6.78,0.0,undercoupled,65.0,y-axis,treatment,,,,
15,0,70,20,75.0,12.0,0.0,86.999,89.454,-240.0,6.16003,0.0,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,0.0,0.0,0.0,0.00863049,-0.798,-0.798,-240.0,2.88,0.0,6.78,6.78,0.0,undercoupled,70.0,y-axis,treatment,,,,
15,0,75,20,75.0,12.0,0.0,86.999,89.454,-240.0,6.16003,0.0,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,0.0,0.0,0.0,0.00863049,-0.798,-0.798,-240.0,2.88,0.0,6.78,6.78,0.0,undercoupled,75.0,y-axis,treatment,,,,
15,0,80,20,75.0,12.0,0.0,86.999,89.454,-240.0,6.16003,0.0,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,0.0,0.0,0.0,0.00863049,-0.798,-0.798,-240.0,2.88,0.0,6.78,6.78,0.0,undercoupled,80.0,y-axis,treatment,,,,
15,0,85,20,75.0,12.0,0.0,86.999,89.454,-240.0,6.16003,0.0,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,0.0,0.0,0.0,0.00863049,-0.798,-0.798,-240.0,2.88,0.0,6.78,6.78,0.0,undercoupled,85.0,y-axis,treatment,,,,
15,0,90,20,75.0,12.0,0.0,86.999,89.454,-240.0,6.16003,0.0,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,0.0,0.0,0.0,0.00863049,-0.798,-0.798,-240.0,2.88,0.0,6.78,6.78,0.0,undercoupled,90.0,y-axis,treatment,,,,
15,0,95,20,75.0,12.0,0.0,86.999,89.454,-240.0,6.16003,0.0,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,0.0,0.0,0.0,0.00863049,-0.798,-0.798,-240.0,2.88,0.0,6.78,6.78,0.0,undercoupled,95.0,y-axis,treatment,,,,
15,0,100,20,75.0,12.0,0.0,86.999,89.454,-240.0,6.16003,0.0,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,0.0,0.0,0.0,0.00863049,-0.798,-0.798,-240.0,2.88,0.0,6.78,6.78,0.0,undercoupled,100.0,y-axis,treatment,,,,
15,5,5,20,75.0,12.0,0.545819,86.999,89.454,-14.154,6.16003,0.9605,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,544.72827,0.08720775,10.10461,0.00863049,-0.798,-0.798,-14.154,2.88,0.02766229,6.5024,7.0965,594.1,overcoupled,7.071,diagonal,treatment,,,,
15,10,10,20,75.0,12.0,0.54506,86.999,89.454,-13.584,6.16003,1.09536,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,509.3832,0.08154921,9.44896,0.00863049,-0.798,-0.798,-13.584,2.88,0.03154641,6.5194,7.0746,555.21,overcoupled,14.142,diagonal,treatment,,,,
15,15,15,20,75.0,12.0,0.543383,86.999,89.454,-12.543,6.16003,1.39197,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,450.47475,0.07211832,8.35622,0.00863049,-0.798,-0.798,-12.543,2.88,0.04008867,6.548,7.0386,490.56,overcoupled,21.213,diagonal,treatment,,,,
15,20,20,20,75.0,12.0,0.539585,86.999,89.454,-10.848,6.16003,2.05673,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,368.00292,0.05891507,6.82638,0.00863049,-0.798,-0.798,-10.848,2.88,0.05923369,6.5887,6.989,400.31,overcoupled,28.284,diagonal,treatment,,,,
15,25,25,20,75.0,12.0,0.528773,86.999,89.454,-8.071,6.16003,3.89763,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,261.96771,0.04193947,4.85945,0.00863049,-0.798,-0.798,-8.071,2.88,0.11225176,6.6421,6.9268,284.66,overcoupled,35.355,diagonal,treatment,,,,
15,30,30,20,75.0,12.0,0.473204,86.999,89.454,-3.136,6.16003,12.14396,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,132.8151,0.02126291,2.46369,0.00863049,-0.798,-0.798,-3.136,2.88,0.34974618,6.709,6.8533,144.2,overcoupled,42.426,diagonal,treatment,,,,
15,35,35,20,75.0,12.0,0.102308,86.999,89.454,-2.185,6.16003,15.11665,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,25.73725,0.00412038,0.47742,0.00863049,-0.798,-0.798,-2.185,2.88,0.43535938,6.78,6.78,0.0,undercoupled,49.497,diagonal,treatment,,,,
15,40,40,20,75.0,12.0,0.0,86.999,89.454,-240.0,6.16003,0.0,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,0.0,0.0,0.0,0.00863049,-0.798,-0.798,-240.0,2.88,0.0,6.78,6.78,0.0,undercoupled,56.569,diagonal,treatment,,,,
15,45,45,20,75.0,12.0,0.0,86.999,89.454,-240.0,6.16003,0.0,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,0.0,0.0,0.0,0.00863049,-0.798,-0.798,-240.0,2.88,0.0,6.78,6.78,0.0,undercoupled,63.64,diagonal,treatment,,,,
15,50,50,20,75.0,12.0,0.0,86.999,89.454,-240.0,6.16003,0.0,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,0.0,0.0,0.0,0.00863049,-0.798,-0.798,-240.0,2.88,0.0,6.78,6.78,0.0,undercoupled,70.711,diagonal,treatment,,,,
15,55,55,20,75.0,12.0,0.0,86.999,89.454,-240.0,6.16003,0.0,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,0.0,0.0,0.0,0.00863049,-0.798,-0.798,-240.0,2.88,0.0,6.78,6.78,0.0,undercoupled,77.782,diagonal,treatment,,,,
15,60,60,20,75.0,12.0,0.0,86.999,89.454,-240.0,6.16003,0.0,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,0.0,0.0,0.0,0.00863049,-0.798,-0.798,-240.0,2.88,0.0,6.78,6.78,0.0,undercoupled,84.853,diagonal,treatment,,,,
15,65,65,20,75.0,12.0,0.0,86.999,89.454,-240.0,6.16003,0.0,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,0.0,0.0,0.0,0.00863049,-0.798,-0.798,-240.0,2.88,0.0,6.78,6.78,0.0,undercoupled,91.924,diagonal,treatment,,,,
15,70,70,20,75.0,12.0,0.0,86.999,89.454,-240.0,6.16003,0.0,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,0.0,0.0,0.0,0.00863049,-0.798,-0.798,-240.0,2.88,0.0,6.78,6.78,0.0,undercoupled,98.995,diagonal,treatment,,,,
15,0,0,30,75.0,12.0,0.545142,86.999,89.454,-13.642,6.16003,1.08079,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,512.88235,0.08210941,9.51387,0.00863049,-0.798,-0.798,-13.642,2.88,0.0311268,6.5177,7.0768,559.06,overcoupled,0.0,x-axis,treatment,,,,
15,5,0,30,75.0,12.0,0.545014,86.999,89.454,-13.552,6.16003,1.10352,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,507.45332,0.08124025,9.41316,0.00863049,-0.798,-0.798,-13.552,2.88,0.03178144,6.5203,7.0734,553.09,overcoupled,5.0,x-axis,treatment,,,,
15,10,0,30,75.0,12.0,0.544604,86.999,89.454,-13.275,6.16003,1.17615,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,491.16623,0.07863278,9.11104,0.00863049,-0.798,-0.798,-13.275,2.88,0.03387315,6.5282,7.0634,535.2,overcoupled,10.0,x-axis,treatment,,,,
15,15,0,30,75.0,12.0,0.543824,86.999,89.454,-12.793,6.16003,1.31402,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,464.02106,0.074287,8.6075,0.00863049,-0.798,-0.798,-12.793,2.88,0.03784365,6.5414,7.0468,505.41,overcoupled,15.0,x-axis,treatment,,,,
15,20,0,30,75.0,12.0,0.542478,86.999,89.454,-12.073,6.16003,1.5512,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,426.01784,0.06820291,7.90255,0.00863049,-0.798,-0.798,-12.073,2.88,0.0446745,6.56,7.0237,463.77,overcoupled,20.0,x-axis,treatment,,,,
15,25,0,30,75.0,12.0,0.54013,86.999,89.454,-11.052,6.16003,1.96205,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,377.15655,0.06038051,6.99618,0.00863049,-0.798,-0.798,-11.052,2.88,0.05650715,6.5841,6.9945,410.32,overcoupled,25.0,x-axis,treatment,,,,
15,30,0,30,75.0,12.0,0.535714,86.999,89.454,-9.626,6.16003,2.72464,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,317.43719,0.0508198,5.8884,0.00863049,-0.798,-0.798,-9.626,2.88,0.07846964,6.614,6.9591,345.12,overcoupled,30.0,x-axis,treatment,,,,
15,35,0,30,75.0,12.0,0.526076,86.999,89.454,-7.6,6.16003,4.34466,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,246.85978,0.03952078,4.5792,0.00863049,-0.798,-0.798,-7.6,2.88,0.1251261,6.6499,6.9181,268.21,overcoupled,35.0,x-axis,treatment,,,,
15,40,0,30,75.0,12.0,0.498251,86.999,89.454,-4.595,6.16003,8.67872,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,165.42429,0.02648344,3.06859,0.00863049,-0.798,-0.798,-4.595,2.88,0.24994707,6.692,6.8716,179.64,overcoupled,40.0,x-axis,treatment,,,,
15,45,0,30,75.0,12.0,0.378324,86.999,89.454,-0.65,6.16003,21.52521,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,79.75706,0.01276863,1.47948,0.00863049,-0.798,-0.798,-0.65,2.88,0.61992603,6.7371,6.8237,86.58,overcoupled,45.0,x-axis,treatment,,,,
15,50,0,30,75.0,12.0,0.064559,86.999,89.454,-3.834,6.16003,10.34123,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,19.63591,0.00314359,0.36424,0.00863049,-0.798,-0.798,-3.834,2.88,0.29782746,6.78,6.78,0.0,undercoupled,50.0,x-axis,treatment,,,,
15,55,0,30,75.0,12.0,0.0,86.999,89.454,-240.0,6.16003,0.0,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,0.0,0.0,0.0,0.00863049,-0.798,-0.798,-240.0,2.88,0.0,6.78,6.78,0.0,undercoupled,55.0,x-axis,treatment,,,,
15,60,0,30,75.0,12.0,0.0,86.999,89.454,-240.0,6.16003,0.0,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,0.0,0.0,0.0,0.00863049,-0.798,-0.798,-240.0,2.88,0.0,6.78,6.78,0.0,undercoupled,60.0,x-axis,treatment,,,,
15,65,0,30,75.0,12.0,0.0,86.999,89.454,-240.0,6.16003,0.0,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,0.0,0.0,0.0,0.00863049,-0.798,-0.798,-240.0,2.88,0.0,6.78,6.78,0.0,undercoupled,65.0,x-axis,treatment,,,,
15,70,0,30,75.0,12.0,0.0,86.999,89.454,-240.0,6.16003,0.0,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,0.0,0.0,0.0,0.00863049,-0.798,-0.798,-240.0,2.88,0.0,6.78,6.78,0.0,undercoupled,70.0,x-axis,treatment,,,,
15,75,0,30,75.0,12.0,0.0,86.999,89.454,-240.0,6.16003,0.0,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,0.0,0.0,0.0,0.00863049,-0.798,-0.798,-240.0,2.88,0.0,6.78,6.78,0.0,undercoupled,75.0,x-axis,treatment,,,,
15,80,0,30,75.0,12.0,0.0,86.999,89.454,-240.0,6.16003,0.0,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,0.0,0.0,0.0,0.00863049,-0.798,-0.798,-240.0,2.88,0.0,6.78,6.78,0.0,undercoupled,80.0,x-axis,treatment,,,,
15,85,0,30,75.0,12.0,0.0,86.999,89.454,-240.0,6.16003,0.0,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,0.0,0.0,0.0,0.00863049,-0.798,-0.798,-240.0,2.88,0.0,6.78,6.78,0.0,undercoupled,85.0,x-axis,treatment,,,,
15,90,0,30,75.0,12.0,0.0,86.999,89.454,-240.0,6.16003,0.0,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,0.0,0.0,0.0,0.00863049,-0.798,-0.798,-240.0,2.88,0.0,6.78,6.78,0.0,undercoupled,90.0,x-axis,treatment,,,,
15,95,0,30,75.0,12.0,0.0,86.999,89.454,-240.0,6.16003,0.0,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,0.0,0.0,0.0,0.00863049,-0.798,-0.798,-240.0,2.88,0.0,6.78,6.78,0.0,undercoupled,95.0,x-axis,treatment,,,,
15,100,0,30,75.0,12.0,0.0,86.999,89.454,-240.0,6.16003,0.0,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,0.0,0.0,0.0,0.00863049,-0.798,-0.798,-240.0,2.88,0.0,6.78,6.78,0.0,undercoupled,100.0,x-axis,treatment,,,,
15,0,5,30,75.0,12.0,0.545014,86.999,89.454,-13.552,6.16003,1.10352,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,507.45332,0.08124025,9.41316,0.00863049,-0.798,-0.798,-13.552,2.88,0.03178144,6.5203,7.0734,553.09,overcoupled,5.0,y-axis,treatment,,,,
15,0,10,30,75.0,12.0,0.544604,86.999,89.454,-13.275,6.16003,1.17615,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,491.16623,0.07863278,9.11104,0.00863049,-0.798,-0.798,-13.275,2.88,0.03387315,6.5282,7.0634,535.2,overcoupled,10.0,y-axis,treatment,,,,
15,0,15,30,75.0,12.0,0.543824,86.999,89.454,-12.793,6.16003,1.31402,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,464.02106,0.074287,8.6075,0.00863049,-0.798,-0.798,-12.793,2.88,0.03784365,6.5414,7.0468,505.41,overcoupled,15.0,y-axis,treatment,,,,
15,0,20,30,75.0,12.0,0.542478,86.999,89.454,-12.073,6.16003,1.5512,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,426.01784,0.06820291,7.90255,0.00863049,-0.798,-0.798,-12.073,2.88,0.0446745,6.56,7.0237,463.77,overcoupled,20.0,y-axis,treatment,,,,
15,0,25,30,75.0,12.0,0.54013,86.999,89.454,-11.052,6.16003,1.96205,6.33029,6.33383,6.16003,0.0487,290.5,0.4593,2.29652,5.0,117.49,114.27,377.15655,0.06038051,6.99618,0.00863049,-0.798,-0.798,-11.052,2.88,0.05650715,6.5841,6.9945,410.32,overcoupled,25.0,y-axis,treatment,,,,
